PC1,PC2,Cluster,HC_Cluster,DBscan_Cluster
-2.05918602533213,0.560133480040994,1,0,0
2.449610883970073,3.3280580730046956,0,1,1
-2.030968622722012,-0.08642215119115673,1,3,0
0.7881816693936371,0.6500963132584577,0,2,1
-1.1756773231442745,-1.5648855438911073,1,3,0
-0.3029374205648259,-1.6683417826064137,1,2,1
-1.5486025473995304,1.1715041759934006,0,0,0
2.396984321496045,2.4444453230892655,2,1,-1
0.40348244852345105,-1.1244688387173856,1,3,0
0.2422536699327794,0.9014204925371079,0,0,0
-1.3536794794438107,-0.18762405880893832,1,3,0
1.069061069490499,-1.2145865499477961,2,1,1
